Population,Bolt_Bool,Frequency,Avg_1C.value,Estimated_Ploidy,Latitude,Longitude,Elevation,Soil_Thickness,CHILI,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,RH,DD1040,MAP_var,MSP_var,AHM_var,SHM_var,DD_0_var,DD5_var,DD_18_var,NFFD_var,PPT_wt_var,PPT_sp_var,PPT_sm_var,PPT_at_var,Tave_sp_var,Tave_sm_var,Tave_at_var,MAT_var,PPT_wt,PPT_sp,PPT_sm,PPT_at,PAS_wt,NFFD_sm,Tmin_sm,DD_18_at,DD_18_wt,DD18_at,DD18_sm,RH_wt,RH_sp,RH_sm,RH_at,MAT_ssp370,AHM_ssp370,SHM_ssp370,MAT_ssp585,AHM_ssp585,SHM_ssp585,MAT_fvar,AHM_fvar,SHM_fvar
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Black Rock,0,0,5.19,4x,41.53216,-118.91819,2037.48,1,149,7.3,19.5,-2,21.6,370,97,46.7,200.9,374,1783,4038,151,208,141,287,146,87,-27.3,36.6,756,535,66,907,7574.998851,1365.964368,167.6984023,8744.756276,7735.205747,21900.61609,45294.16552,111.4436782,2847.182759,2576.17931,512.0471264,661.8574713,1.834988506,1.254816092,0.7867126437,0.4366551724,133,120,44,73,55,91,10.9,919,1755,17,134,72,65,61,67,9.6,52.7,212.3,10,53.4,217.4,0.3156781609,6.337885057,963.5206437
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
Boise Ridge,0,0,3.48,3x,43.83635,-116.0355,1922.87,0,189,6.6,18.8,-3.4,22.1,911,198,18.3,94.6,450,1662,4238,117,200,138,281,143,277,-29.2,37.2,724,366,65,814,32218.36897,5230.317241,12.36143678,3248.123402,9148.17931,24338.02299,51326.73678,148.891954,14665.61034,8893.995402,1573.964368,3612.998851,1.304471264,1.431505747,0.6283793103,0.4899885057,367,262,82,199,191,91,10.1,1011,1839,12,105,71,64,60,67,8.9,20.1,107.8,9.3,20.3,110.9,0.3471264368,0.6155057471,80.08667816
