Population,Bolt_Bool,Frequency,Avg_1C.value,Estimated_Ploidy,Latitude,Longitude,Elevation,Soil_Thickness,CHILI,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,RH,DD1040,MAP_var,MSP_var,AHM_var,SHM_var,DD_0_var,DD5_var,DD_18_var,NFFD_var,PPT_wt_var,PPT_sp_var,PPT_sm_var,PPT_at_var,Tave_sp_var,Tave_sm_var,Tave_at_var,MAT_var,PPT_wt,PPT_sp,PPT_sm,PPT_at,PAS_wt,NFFD_sm,Tmin_sm,DD_18_at,DD_18_wt,DD18_at,DD18_sm,RH_wt,RH_sp,RH_sm,RH_at,MAT_ssp370,AHM_ssp370,SHM_ssp370,MAT_ssp585,AHM_ssp585,SHM_ssp585,MAT_fvar,AHM_fvar,SHM_fvar
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
Lowman,0,0,2.73,2x,44.08559,-115.62701,1151.17,3,208,7.9,20.1,-3.1,23.2,688,150,26.1,134,384,1989,3838,183,183,145,263,118,167,-32,41.3,946,615,51,1025,18845.49885,2752.712644,23.3624023,4067.334437,7392.24023,31388.96092,52746.83793,226.4609195,9910.947126,4208.478161,1032.286207,1783.757471,1.462816092,1.467816092,0.6919655172,0.5660229885,284,190,68,147,135,90,7.8,906,1800,17,163,59,51,43,50,10.1,27.5,141.7,10.4,27.9,144.2,0.3544367816,1.141022989,102.0304023
